id_paiement,id_commande,montant_paye,mode_paiement,date_paiement,statut_paiement
PAY00468,CMD00468,51100.0,Virement,2025-04-11 17:05:00,Valide
PAY00167,CMD00167,298000.0,Virement,2025-02-18 17:29:00,Valide
PAY00464,CMD00464,816300.0,Mobile Money,2025-10-24 19:37:00,Valide
PAY00500,CMD00500,628400.0,Carte bancaire,2025-06-07 23:24:00,Valide
PAY00244,CMD00244,267300.0,Virement,2025-11-20 05:53:00,Valide
PAY00685,CMD00685,76000.0,Especes a la livraison,2025-08-06 03:09:00,Valide
PAY00263,CMD00263,508300.0,Virement,2025-10-28 03:30:00,Valide
PAY00636,CMD00636,91800.0,Virement,2025-06-20 05:53:00,Valide
PAY00328,CMD00328,97300.0,Virement,2025-11-28 15:59:00,Valide
PAY00430,CMD00430,875400.0,Virement,2025-09-02 10:27:00,Rembourse
PAY00626,CMD00626,148000.0,Especes a la livraison,2025-04-29 19:22:00,Valide
PAY00256,CMD00256,157800.0,Carte bancaire,2025-05-27 06:21:00,Valide
PAY00537,CMD00537,149000.0,Mobile Money,2025-12-07 18:48:00,Valide
PAY00306,CMD00306,83600.0,Mobile Money,2025-09-11 04:40:00,Valide
PAY00214,CMD00214,91000.0,Virement,2025-05-06 08:59:00,Echoue
PAY00345,CMD00345,74000.0,Especes a la livraison,2025-08-24 17:42:00,Valide
PAY00121,CMD00121,232900.0,Virement,2025-04-30 02:32:00,Valide
PAY00390,CMD00390,-2803000.0,Mobile Money,2025-09-24 22:07:00,Valide
PAY00484,CMD00484,138300.0,Especes a la livraison,2025-11-22 23:54:00,Valide
PAY00488,CMD00488,193200.0,Especes a la livraison,2025-08-21 19:58:00,Echoue
PAY00374,CMD00374,37100.0,Virement,2025-09-12 04:25:00,Valide
PAY00693,CMD00693,2123000.0,Mobile Money,2025-10-24 18:32:00,Rembourse
PAY00535,CMD00535,558400.0,Mobile Money,2025-08-09 11:49:00,Echoue
PAY00315,CMD00315,707000.0,Mobile Money,2025-04-13 10:38:00,Valide
PAY00297,CMD00297,108000.0,Especes a la livraison,2025-03-06 14:36:00,Valide
PAY00012,CMD00012,826800.0,Mobile Money,2025-09-12 00:04:00,Rembourse
PAY00413,CMD00413,540200.0,Mobile Money,2026-01-25 11:10:00,Valide
PAY00281,CMD00281,113100.0,Carte bancaire,2025-09-28 02:05:00,Valide
PAY00659,CMD00659,4097000.0,Carte bancaire,2025-10-06 06:23:00,Valide
PAY00002,CMD00002,294300.0,Mobile Money,2026-01-16 22:48:00,Valide
PAY00076,CMD00076,106900.0,Carte bancaire,2025-04-24 10:41:00,Valide
PAY00471,CMD00471,33200.0,Carte bancaire,2025-02-24 12:58:00,Valide
PAY00140,CMD00140,1121200.0,Virement,2025-09-28 16:53:00,Echoue
PAY00404,CMD00404,108900.0,Mobile Money,2025-11-17 03:34:00,Valide
PAY00150,CMD00150,463700.0,Virement,2025-07-29 06:21:00,Valide
PAY00161,CMD00161,403700.0,Carte bancaire,2025-11-09 08:17:00,Valide
PAY00587,CMD00587,-27800.0,Carte bancaire,2025-12-14 01:27:00,Valide
PAY00230,CMD00230,276000.0,Mobile Money,2025-09-10 13:13:00,Rembourse
PAY00439,CMD00439,1334900.0,Especes a la livraison,2025-09-25 05:57:00,Valide
PAY00639,CMD00639,228400.0,Especes a la livraison,2025-09-18 21:30:00,Valide
PAY00245,CMD00245,105300.0,Mobile Money,2025-11-12 13:14:00,Valide
PAY00154,CMD00154,120400.0,Virement,2025-10-21 23:35:00,Echoue
PAY00529,CMD00529,56800.0,Virement,2025-11-30 00:47:00,Rembourse
PAY00075,CMD00075,964600.0,Virement,2025-06-05 03:07:00,Echoue
PAY00177,CMD00177,1322300.0,Carte bancaire,2025-08-26 08:19:00,Valide
PAY00339,CMD00339,392900.0,Especes a la livraison,2025-05-06 22:54:00,Echoue
